,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
1,Jack Doyle,IND,1,4,3,35,2,15.5,15.5,2016,1
2,Julius Thomas,JAC,1,5,5,64,1,12.4,12.4,2016,1
3,Dwayne Allen,IND,1,6,4,53,1,11.3,11.3,2016,1
4,Eric Ebron,DET,1,5,5,46,1,10.6,10.6,2016,1
5,Austin Seferian-Jenkins,TB,1,1,1,30,1,9.0,9.0,2016,1
6,Larry Donnell,NYG,1,2,1,15,1,7.5,7.5,2016,1
7,Travis Kelce,KC,1,7,6,74,0,7.4,7.4,2016,1
8,Vance McDonald,SF,1,3,2,14,1,7.4,7.4,2016,1
9,Greg Olsen,CAR,1,9,7,73,0,7.3,7.3,2016,1
10,Jason Witten,DAL,1,14,9,66,0,6.6,6.6,2016,1
11,Kyle Rudolph,MIN,1,8,4,65,0,6.5,6.5,2016,1
12,Brandon Myers,TB,1,1,1,4,1,6.4,6.4,2016,1
13,Jordan Reed,WAS,1,11,7,64,0,6.4,6.4,2016,1
14,C.J. Uzomah,CIN,1,5,2,59,0,5.9,5.9,2016,1
15,Zach Ertz,PHI,1,7,6,58,0,5.8,5.8,2016,1
16,Jacob Tamme,ATL,1,8,6,51,0,5.1,5.1,2016,1
17,Marcedes Lewis,JAC,1,2,2,48,0,4.8,4.8,2016,1
18,Delanie Walker,TEN,1,5,3,42,0,4.2,4.2,2016,1
19,Jermaine Gresham,ARI,1,4,4,41,0,4.1,4.1,2016,1
20,Charles Clay,BUF,1,3,2,40,0,4.0,4.0,2016,1
21,Dennis Pitta,BAL,1,4,3,39,0,3.9,3.9,2016,1
22,Jesse James,PIT,1,7,5,31,0,3.1,3.1,2016,1
23,Cameron Brate,TB,1,4,3,30,0,3.0,3.0,2016,1
24,Virgil Green,DEN,1,5,4,28,0,2.8,2.8,2016,1
25,Luke Willson,SEA,1,4,2,26,0,2.6,2.6,2016,1
26,Stephen Anderson,HOU,1,3,3,25,0,2.5,2.5,2016,1
27,Clive Walford,OAK,1,5,3,25,0,2.5,2.5,2016,1
28,Richard Rodgers,GB,1,3,1,22,0,2.2,2.2,2016,1
29,Geoff Swaim,DAL,1,1,1,21,0,2.1,2.1,2016,1
30,Vernon Davis,WAS,1,1,1,20,0,2.0,2.0,2016,1
31,Antonio Gates,SD,1,4,3,20,0,2.0,2.0,2016,1
32,Demetrius Harris,KC,1,3,2,20,0,2.0,2.0,2016,1
33,Hunter Henry,SD,1,2,1,20,0,2.0,2.0,2016,1
34,Ryan Griffin,HOU,1,2,2,17,0,1.7,1.7,2016,1
35,Will Tye,NYG,1,3,3,16,0,1.6,1.6,2016,1
36,Garrett Celek,SF,1,4,1,15,0,1.5,1.5,2016,1
37,Lance Kendricks,LAR,1,3,2,15,0,1.5,1.5,2016,1
38,Martellus Bennett,NE,1,5,3,14,0,1.4,1.4,2016,1
39,Austin Hooper,ATL,1,1,1,14,0,1.4,1.4,2016,1
40,Zach Miller,CHI,1,4,3,14,0,1.4,1.4,2016,1
41,Brent Celek,PHI,1,1,1,11,0,1.1,1.1,2016,1
42,Jimmy Graham,SEA,1,1,1,11,0,1.1,1.1,2016,1
43,Malcolm Johnson,CLE,1,2,2,9,0,0.9,0.9,2016,1
44,Jared Cook,GB,1,2,1,7,0,0.7,0.7,2016,1
45,Jordan Cameron,MIA,1,3,2,6,0,0.6,0.6,2016,1
46,C.J. Fiedorowicz,HOU,1,2,1,6,0,0.6,0.6,2016,1
47,Coby Fleener,NO,1,4,1,6,0,0.6,0.6,2016,1
48,Crockett Gillmore,BAL,1,1,1,5,0,0.5,0.5,2016,1
49,Cole Wick,DET,1,1,1,5,0,0.5,0.5,2016,1
50,Tyler Higbee,LAR,1,4,1,2,0,0.2,0.2,2016,1
1,Greg Olsen,CAR,1,8,5,122,1,18.2,18.2,2016,2
2,Martellus Bennett,NE,1,6,5,114,1,17.4,17.4,2016,2
3,Delanie Walker,TEN,1,6,6,83,1,14.3,14.3,2016,2
4,Vance McDonald,SF,1,2,1,75,1,13.5,13.5,2016,2
5,Jacob Tamme,ATL,1,8,5,75,1,13.5,13.5,2016,2
6,Clive Walford,OAK,1,7,6,50,1,11.0,11.0,2016,2
7,Trey Burton,PHI,1,7,5,49,1,10.9,10.9,2016,2
8,Jordan Cameron,MIA,1,7,5,49,1,10.9,10.9,2016,2
9,Dennis Pitta,BAL,1,12,9,102,0,10.2,10.2,2016,2
10,Kyle Rudolph,MIN,1,8,3,31,1,9.1,9.1,2016,2
11,Jesse James,PIT,1,5,3,29,1,8.9,8.9,2016,2
12,Xavier Grimble,PIT,1,4,2,26,1,8.6,8.6,2016,2
13,Austin Hooper,ATL,1,3,3,84,0,8.4,8.4,2016,2
14,Marcedes Lewis,JAC,1,3,2,17,1,7.7,7.7,2016,2
15,Antonio Gates,SD,1,5,3,15,1,7.5,7.5,2016,2
16,Julius Thomas,JAC,1,7,4,71,0,7.1,7.1,2016,2
17,Jordan Reed,WAS,1,7,5,70,0,7.0,7.0,2016,2
18,Lance Kendricks,LAR,1,6,4,61,0,6.1,6.1,2016,2
19,Eric Ebron,DET,1,7,4,53,0,5.3,5.3,2016,2
20,Vernon Davis,WAS,1,5,5,51,0,5.1,5.1,2016,2
21,Jason Witten,DAL,1,4,3,51,0,5.1,5.1,2016,2
22,Virgil Green,DEN,1,3,3,46,0,4.6,4.6,2016,2
23,Jimmy Graham,SEA,1,4,3,42,0,4.2,4.2,2016,2
24,Gary Barnidge,CLE,1,5,4,37,0,3.7,3.7,2016,2
25,Jack Doyle,IND,1,5,4,37,0,3.7,3.7,2016,2
26,Tyler Kroft,CIN,1,4,3,35,0,3.5,3.5,2016,2
27,Travis Kelce,KC,1,7,5,34,0,3.4,3.4,2016,2
28,Zach Miller,CHI,1,5,4,33,0,3.3,3.3,2016,2
29,Jared Cook,GB,1,6,4,31,0,3.1,3.1,2016,2
30,Darren Fells,ARI,1,5,4,31,0,3.1,3.1,2016,2
31,Coby Fleener,NO,1,8,2,29,0,2.9,2.9,2016,2
32,Geoff Swaim,DAL,1,2,2,29,0,2.9,2.9,2016,2
33,Charles Clay,BUF,1,7,5,27,0,2.7,2.7,2016,2
34,Dwayne Allen,IND,1,4,2,25,0,2.5,2.5,2016,2
35,Richard Rodgers,GB,1,2,2,25,0,2.5,2.5,2016,2
36,Larry Donnell,NYG,1,5,4,24,0,2.4,2.4,2016,2
37,Lee Smith,OAK,1,4,4,24,0,2.4,2.4,2016,2
38,Crockett Gillmore,BAL,1,3,1,22,0,2.2,2.2,2016,2
39,Dion Sims,MIA,1,1,1,21,0,2.1,2.1,2016,2
40,Levine Toilolo,ATL,1,2,2,21,0,2.1,2.1,2016,2
41,Cameron Brate,TB,1,4,3,16,0,1.6,1.6,2016,2
42,Niles Paul,WAS,1,1,1,16,0,1.6,1.6,2016,2
43,Stephen Anderson,HOU,1,3,2,15,0,1.5,1.5,2016,2
44,Austin Seferian-Jenkins,TB,1,2,2,14,0,1.4,1.4,2016,2
45,Garrett Celek,SF,1,2,1,12,0,1.2,1.2,2016,2
46,Will Tye,NYG,1,3,2,10,0,1.0,1.0,2016,2
47,C.J. Uzomah,CIN,1,8,3,9,0,0.9,0.9,2016,2
48,Phillip Supernaw,TEN,1,1,1,7,0,0.7,0.7,2016,2
49,Blake Bell,SF,1,2,1,6,0,0.6,0.6,2016,2
50,Luke Willson,SEA,1,1,1,6,0,0.6,0.6,2016,2
1,Zach Miller,CHI,1,9,8,78,2,19.8,19.8,2016,3
2,Coby Fleener,NO,1,11,7,109,1,16.9,16.9,2016,3
3,Cameron Brate,TB,1,10,5,46,2,16.6,16.6,2016,3
4,Jimmy Graham,SEA,1,9,6,100,1,16.0,16.0,2016,3
5,Travis Kelce,KC,1,7,6,89,1,14.9,14.9,2016,3
6,Kyle Rudolph,MIN,1,10,7,70,1,13.0,13.0,2016,3
7,Hunter Henry,SD,1,5,5,76,0,7.6,7.6,2016,3
8,Eric Ebron,DET,1,8,5,69,0,6.9,6.9,2016,3
9,John Phillips,DEN,1,4,2,9,1,6.9,6.9,2016,3
10,Richard Rodgers,GB,1,3,2,9,1,6.9,6.9,2016,3
11,Gary Barnidge,CLE,1,6,5,66,0,6.6,6.6,2016,3
12,Jack Doyle,IND,1,6,6,65,0,6.5,6.5,2016,3
13,Greg Olsen,CAR,1,10,6,64,0,6.4,6.4,2016,3
14,Brent Celek,PHI,1,4,3,61,0,6.1,6.1,2016,3
15,Jace Amaro,TEN,1,4,3,59,0,5.9,5.9,2016,3
16,Jordan Reed,WAS,1,7,4,56,0,5.6,5.6,2016,3
17,Ryan Griffin,HOU,1,10,8,52,0,5.2,5.2,2016,3
18,Dion Sims,MIA,1,4,4,46,0,4.6,4.6,2016,3
19,Dennis Pitta,BAL,1,8,6,42,0,4.2,4.2,2016,3
20,Dwayne Allen,IND,1,5,3,35,0,3.5,3.5,2016,3
21,C.J. Uzomah,CIN,1,4,2,31,0,3.1,3.1,2016,3
22,Jeff Heuerman,DEN,1,1,1,29,0,2.9,2.9,2016,3
23,Nick O'Leary,BUF,1,1,1,28,0,2.8,2.8,2016,3
24,Jacob Tamme,ATL,1,4,3,28,0,2.8,2.8,2016,3
25,Clive Walford,OAK,1,3,2,27,0,2.7,2.7,2016,3
26,Garrett Celek,SF,1,4,3,25,0,2.5,2.5,2016,3
27,Jason Witten,DAL,1,2,2,25,0,2.5,2.5,2016,3
28,Ed Dickson,CAR,1,1,1,23,0,2.3,2.3,2016,3
29,Marcedes Lewis,JAC,1,3,3,20,0,2.0,2.0,2016,3
30,Trey Burton,PHI,1,6,2,19,0,1.9,1.9,2016,3
31,Rhett Ellison,MIN,1,1,1,18,0,1.8,1.8,2016,3
32,Martellus Bennett,NE,1,3,2,10,0,1.6,1.6,2016,3
33,Jared Cook,GB,1,3,1,15,0,1.5,1.5,2016,3
34,Darren Fells,ARI,1,2,2,15,0,1.5,1.5,2016,3
35,Demetrius Harris,KC,1,3,2,14,0,1.4,1.4,2016,3
36,Will Tye,NYG,1,5,3,14,0,1.4,1.4,2016,3
37,Sean McGrath,SD,1,1,1,13,0,1.3,1.3,2016,3
38,Justin Perillo,GB,1,1,1,13,0,1.3,1.3,2016,3
39,Julius Thomas,JAC,1,5,2,13,0,1.3,1.3,2016,3
40,Cole Wick,DET,1,1,1,13,0,1.3,1.3,2016,3
41,Larry Donnell,NYG,1,4,3,11,0,1.1,1.1,2016,3
42,Jesse James,PIT,1,4,2,10,0,1.0,1.0,2016,3
43,Ross Travis,KC,1,2,2,10,0,1.0,1.0,2016,3
44,Luke Willson,SEA,1,3,2,9,0,0.9,0.9,2016,3
45,Brandon Myers,TB,1,3,1,7,0,0.7,0.7,2016,3
46,Jordan Cameron,MIA,1,1,1,5,0,0.5,0.5,2016,3
47,Vance McDonald,SF,1,2,2,4,0,0.4,0.4,2016,3
48,Lee Smith,OAK,1,1,1,4,0,0.4,0.4,2016,3
49,Malcolm Johnson,CLE,1,1,1,3,0,0.3,0.3,2016,3
50,Stephen Anderson,HOU,1,1,0,0,0,0.0,0.0,2016,3
1,Jordan Reed,WAS,1,10,9,73,2,19.3,19.3,2016,4
2,Greg Olsen,CAR,1,13,6,76,1,13.6,13.6,2016,4
3,Hunter Henry,SD,1,7,4,61,1,12.1,12.1,2016,4
4,Kyle Rudolph,MIN,1,7,5,55,1,11.5,11.5,2016,4
5,Jimmy Graham,SEA,1,8,6,113,0,11.3,11.3,2016,4
6,Martellus Bennett,NE,1,6,5,109,0,10.9,10.9,2016,4
7,C.J. Fiedorowicz,HOU,1,5,4,48,1,10.8,10.8,2016,4
8,Austin Hooper,ATL,1,1,1,42,1,10.2,10.2,2016,4
9,Zach Miller,CHI,1,3,3,31,1,9.1,9.1,2016,4
10,Travis Kelce,KC,1,8,5,23,1,8.3,8.3,2016,4
11,Garrett Celek,SF,1,5,5,79,0,7.9,7.9,2016,4
12,Jesse James,PIT,1,2,2,15,1,7.5,7.5,2016,4
13,Cameron Brate,TB,1,8,5,67,0,6.7,6.7,2016,4
14,Jacob Tamme,ATL,1,2,2,3,1,6.3,6.3,2016,4
15,Gary Barnidge,CLE,1,7,7,57,0,5.7,5.7,2016,4
16,Ryan Griffin,HOU,1,5,3,54,0,5.4,5.4,2016,4
17,Lance Kendricks,LAR,1,7,5,52,0,5.2,5.2,2016,4
18,Charles Clay,BUF,1,7,5,47,0,4.7,4.7,2016,4
19,Jason Witten,DAL,1,9,7,47,0,4.7,4.7,2016,4
20,C.J. Uzomah,CIN,1,5,4,45,0,4.5,4.5,2016,4
21,Will Tye,NYG,1,6,4,43,0,4.3,4.3,2016,4
22,Eric Ebron,DET,1,5,4,42,0,4.2,4.2,2016,4
23,Delanie Walker,TEN,1,8,2,34,0,3.4,3.4,2016,4
24,David Johnson,PIT,1,1,1,26,0,2.6,2.6,2016,4
25,Clive Walford,OAK,1,4,2,23,0,2.3,2.3,2016,4
26,Dwayne Allen,IND,1,4,2,20,0,2.0,2.0,2016,4
27,Nick O'Leary,BUF,1,2,2,20,0,2.0,2.0,2016,4
28,Coby Fleener,NO,1,5,3,19,0,1.9,1.9,2016,4
29,Xavier Grimble,PIT,1,2,1,19,0,1.9,1.9,2016,4
30,Jeff Heuerman,DEN,1,1,1,19,0,1.9,1.9,2016,4
31,Ed Dickson,CAR,1,2,2,17,0,1.7,1.7,2016,4
32,Dennis Pitta,BAL,1,5,3,17,0,1.7,1.7,2016,4
33,Crockett Gillmore,BAL,1,2,2,16,0,1.6,1.6,2016,4
34,Malcolm Johnson,CLE,1,1,1,11,0,1.3,1.3,2016,4
35,Demetrius Harris,KC,1,1,1,12,0,1.2,1.2,2016,4
36,Marcedes Lewis,JAC,1,2,1,12,0,1.2,1.2,2016,4
37,Rob Gronkowski,NE,1,2,1,11,0,1.1,1.1,2016,4
38,Logan Paulsen,CHI,1,3,2,10,0,1.0,1.0,2016,4
39,Neal Sterling,JAC,1,1,1,10,0,1.0,1.0,2016,4
40,Dion Sims,MIA,1,2,1,9,0,0.9,0.9,2016,4
41,Vernon Davis,WAS,1,1,1,8,0,0.8,0.8,2016,4
42,Darren Fells,ARI,1,2,2,7,0,0.7,0.7,2016,4
43,MyCole Pruitt,MIN,1,1,1,7,0,0.7,0.7,2016,4
44,Jack Doyle,IND,1,1,1,6,0,0.6,0.6,2016,4
45,Rhett Ellison,MIN,1,1,1,2,0,0.2,0.2,2016,4
46,Mychal Rivera,OAK,1,1,1,1,0,0.1,0.1,2016,4
47,Lee Smith,OAK,1,1,1,1,0,0.1,0.1,2016,4
48,Braedon Bowman,NYJ,1,1,0,0,0,0.0,0.0,2016,4
49,Alan Cross,TB,1,1,0,0,0,0.0,0.0,2016,4
50,Anthony Fasano,TEN,1,1,0,0,0,0.0,0.0,2016,4
1,Martellus Bennett,NE,1,8,6,67,3,24.7,24.7,2016,5
2,Greg Olsen,CAR,1,13,9,181,0,18.1,18.1,2016,5
3,Hunter Henry,SD,1,4,3,74,1,13.4,13.4,2016,5
4,Delanie Walker,TEN,1,8,5,66,1,12.6,12.6,2016,5
5,Dwayne Allen,IND,1,6,6,50,1,11.0,11.0,2016,5
6,Rob Gronkowski,NE,1,7,5,109,0,10.9,10.9,2016,5
7,Jesse James,PIT,1,8,6,43,1,10.3,10.3,2016,5
8,Antonio Gates,SD,1,5,4,30,1,9.0,9.0,2016,5
9,Crockett Gillmore,BAL,1,7,4,28,1,8.8,8.8,2016,5
10,Connor Hamlett,CLE,1,1,1,17,1,7.7,7.7,2016,5
11,Gary Barnidge,CLE,1,8,5,76,0,7.6,7.6,2016,5
12,Charles Clay,BUF,1,5,5,73,0,7.3,7.3,2016,5
13,Zach Miller,CHI,1,8,7,73,0,7.3,7.3,2016,5
14,C.J. Fiedorowicz,HOU,1,8,4,61,0,6.1,6.1,2016,5
15,Dennis Pitta,BAL,1,8,7,59,0,5.9,5.9,2016,5
16,Jordan Reed,WAS,1,11,8,53,0,5.3,5.3,2016,5
17,C.J. Uzomah,CIN,1,5,5,43,0,4.3,4.3,2016,5
18,Jason Witten,DAL,1,5,3,43,0,4.3,4.3,2016,5
19,Cameron Brate,TB,1,3,1,38,0,3.8,3.8,2016,5
20,Zach Ertz,PHI,1,3,3,37,0,3.7,3.7,2016,5
21,Will Tye,NYG,1,3,2,37,0,3.7,3.7,2016,5
22,Tyler Kroft,CIN,1,3,3,29,0,2.9,2.9,2016,5
23,Jerell Adams,NYG,1,2,2,27,0,2.7,2.7,2016,5
24,Lance Kendricks,LAR,1,3,2,24,0,2.4,2.4,2016,5
25,Austin Seferian-Jenkins,NYJ,1,2,2,17,0,1.7,1.7,2016,5
26,Vernon Davis,WAS,1,4,3,15,0,1.5,1.5,2016,5
27,Kyle Rudolph,MIN,1,4,2,15,0,1.5,1.5,2016,5
28,Austin Hooper,ATL,1,1,1,14,0,1.4,1.4,2016,5
29,Xavier Grimble,PIT,1,2,2,13,0,1.3,1.3,2016,5
30,Brandon Myers,TB,1,1,1,12,0,1.2,1.2,2016,5
31,Anthony Fasano,TEN,1,1,1,10,0,1.0,1.0,2016,5
32,Brandon Bostick,NYJ,1,1,1,9,0,0.9,0.9,2016,5
33,Jack Doyle,IND,1,3,2,8,0,0.8,0.8,2016,5
34,Ryan Griffin,HOU,1,6,2,8,0,0.8,0.8,2016,5
35,Richard Rodgers,GB,1,5,1,6,0,0.6,0.6,2016,5
36,Dion Sims,MIA,1,3,1,6,0,0.6,0.6,2016,5
37,Trey Burton,PHI,1,2,1,5,0,0.5,0.5,2016,5
38,Alan Cross,TB,1,1,1,5,0,0.5,0.5,2016,5
39,Blake Bell,SF,1,2,1,4,0,0.4,0.4,2016,5
40,Garrett Celek,SF,1,6,1,4,0,0.4,0.4,2016,5
41,Jermaine Gresham,ARI,1,1,1,4,0,0.4,0.4,2016,5
42,Dominique Jones,MIA,1,2,2,4,0,0.4,0.4,2016,5
43,Jacob Tamme,ATL,1,1,1,1,0,0.1,0.1,2016,5
44,Jeff Heuerman,DEN,1,1,0,0,0,0.0,0.0,2016,5
45,Tyler Higbee,LAR,1,1,0,0,0,0.0,0.0,2016,5
46,Malcolm Johnson,CLE,1,1,0,0,0,0.0,0.0,2016,5
47,Logan Paulsen,CHI,1,1,0,0,0,0.0,0.0,2016,5
48,John Phillips,DEN,1,1,0,0,0,0.0,0.0,2016,5
49,Mychal Rivera,OAK,1,0,0,0,0,0.0,0.0,2016,5
50,Geoff Swaim,DAL,1,1,0,0,0,0.0,0.0,2016,5
1,Rob Gronkowski,NE,1,9,7,162,1,22.2,22.2,2016,6
2,Coby Fleener,NO,1,7,6,74,1,19.6,19.6,2016,6
3,C.J. Fiedorowicz,HOU,1,7,6,85,1,14.5,14.5,2016,6
4,Hunter Henry,SD,1,8,6,83,1,14.3,14.3,2016,6
5,Levine Toilolo,ATL,1,4,3,69,1,12.9,12.9,2016,6
6,Jack Doyle,IND,1,4,4,53,1,11.3,11.3,2016,6
7,Vernon Davis,WAS,1,4,2,50,1,11.0,11.0,2016,6
8,Lance Kendricks,LAR,1,8,5,34,1,9.4,9.4,2016,6
9,Greg Olsen,CAR,1,7,6,94,0,9.4,9.4,2016,6
10,Jimmy Graham,SEA,1,9,6,89,0,8.9,8.9,2016,6
11,Ed Dickson,CAR,1,4,3,23,1,8.3,8.3,2016,6
12,Josh Hill,NO,1,5,2,23,1,8.3,8.3,2016,6
13,MarQueis Gray,MIA,1,3,3,81,0,8.1,8.1,2016,6
14,Anthony Fasano,TEN,1,1,1,15,1,7.5,7.5,2016,6
15,Gary Barnidge,CLE,1,5,3,59,0,5.9,5.9,2016,6
16,Charles Clay,BUF,1,7,5,52,0,5.2,5.2,2016,6
17,Martellus Bennett,NE,1,5,5,48,0,4.8,4.8,2016,6
18,Erik Swoope,IND,1,3,2,42,0,4.2,4.2,2016,6
19,Jason Witten,DAL,1,8,4,42,0,4.2,4.2,2016,6
20,Zach Miller,CHI,1,10,6,36,0,3.6,3.6,2016,6
21,Dennis Pitta,BAL,1,10,6,36,0,3.6,3.6,2016,6
22,Larry Donnell,NYG,1,7,6,34,0,3.4,3.4,2016,6
23,Travis Kelce,KC,1,3,3,32,0,3.2,3.2,2016,6
24,Ryan Griffin,HOU,1,5,3,31,0,3.1,3.1,2016,6
25,John Phillips,DEN,1,3,3,31,0,3.1,3.1,2016,6
26,Nick O'Leary,BUF,1,2,2,29,0,2.9,2.9,2016,6
27,Julius Thomas,JAC,1,4,2,28,0,2.8,2.8,2016,6
28,Vance McDonald,SF,1,2,2,25,0,2.5,2.5,2016,6
29,Phillip Supernaw,TEN,1,2,2,25,0,2.5,2.5,2016,6
30,Clive Walford,OAK,1,2,2,25,0,2.5,2.5,2016,6
31,Zach Ertz,PHI,1,3,1,22,0,2.2,2.2,2016,6
32,Virgil Green,DEN,1,4,3,21,0,2.1,2.1,2016,6
33,Delanie Walker,TEN,1,2,1,21,0,2.1,2.1,2016,6
34,Tyler Kroft,CIN,1,2,2,19,0,1.9,1.9,2016,6
35,Antonio Gates,SD,1,6,2,16,0,1.6,1.6,2016,6
36,Mychal Rivera,OAK,1,2,1,16,0,1.6,1.6,2016,6
37,Jacob Tamme,ATL,1,3,2,16,0,1.6,1.6,2016,6
38,Richard Rodgers,GB,1,3,2,15,0,1.5,1.5,2016,6
39,Will Tye,NYG,1,2,2,15,0,1.5,1.5,2016,6
40,Jermaine Gresham,ARI,1,2,1,14,0,1.4,1.4,2016,6
41,Jesse James,PIT,1,3,2,13,0,1.3,1.3,2016,6
42,Dion Sims,MIA,1,2,1,12,0,1.2,1.2,2016,6
43,Xavier Grimble,PIT,1,3,1,11,0,1.1,1.1,2016,6
44,Demetrius Harris,KC,1,2,1,11,0,1.1,1.1,2016,6
45,Dwayne Allen,IND,1,2,1,9,0,0.9,0.9,2016,6
46,Luke Willson,SEA,1,1,1,9,0,0.9,0.9,2016,6
47,Darren Fells,ARI,1,1,1,8,0,0.8,0.8,2016,6
48,Dominique Jones,MIA,1,2,1,8,0,0.8,0.8,2016,6
49,Trey Burton,PHI,1,1,1,7,0,0.7,0.7,2016,6
50,C.J. Uzomah,CIN,1,2,1,6,0,0.6,0.6,2016,6
1,Rob Gronkowski,NE,1,4,4,93,1,15.3,15.3,2016,7
2,Delanie Walker,TEN,1,8,7,84,1,14.4,14.4,2016,7
3,Jack Doyle,IND,1,10,9,78,1,13.8,13.8,2016,7
4,Julius Thomas,JAC,1,7,3,20,1,8.0,8.0,2016,7
5,Vernon Davis,WAS,1,6,6,79,0,7.9,7.9,2016,7
6,Jacob Tamme,ATL,1,3,1,17,1,7.7,7.7,2016,7
7,Gary Barnidge,CLE,1,7,6,66,0,6.6,6.6,2016,7
8,Lance Kendricks,LAR,1,9,7,55,0,5.5,5.5,2016,7
9,Kyle Rudolph,MIN,1,11,5,55,0,5.5,5.5,2016,7
10,Jimmy Graham,SEA,1,10,5,53,0,5.3,5.3,2016,7
11,Erik Swoope,IND,1,5,2,51,0,5.1,5.1,2016,7
12,Ifeanyi Momah,ARI,1,2,2,50,0,5.0,5.0,2016,7
13,Coby Fleener,NO,1,2,2,44,0,4.4,4.4,2016,7
14,Zach Miller,CHI,1,5,2,40,0,4.0,4.0,2016,7
15,Dennis Pitta,BAL,1,10,4,40,0,4.0,4.0,2016,7
16,Antonio Gates,SD,1,10,5,38,0,3.8,3.8,2016,7
17,C.J. Fiedorowicz,HOU,1,7,5,35,0,3.5,3.5,2016,7
18,Cameron Brate,TB,1,3,3,29,0,2.9,2.9,2016,7
19,Charles Clay,BUF,1,5,2,29,0,2.9,2.9,2016,7
20,Travis Kelce,KC,1,3,2,24,0,2.4,2.4,2016,7
21,Vance McDonald,SF,1,6,1,24,0,2.4,2.4,2016,7
22,Malcolm Johnson,CLE,1,2,1,21,0,2.1,2.1,2016,7
23,Jesse James,PIT,1,2,2,18,0,1.8,1.8,2016,7
24,Clay Harbor,DET,1,2,2,16,0,1.6,1.6,2016,7
25,Hunter Henry,SD,1,3,1,16,0,1.6,1.6,2016,7
26,Jermaine Gresham,ARI,1,4,2,15,0,1.5,1.5,2016,7
27,Zach Ertz,PHI,1,3,1,14,0,1.4,1.4,2016,7
28,Xavier Grimble,PIT,1,5,2,14,0,1.4,1.4,2016,7
29,Will Tye,NYG,1,3,2,14,0,1.4,1.4,2016,7
30,Ryan Griffin,HOU,1,5,2,13,0,1.3,1.3,2016,7
31,Mychal Rivera,OAK,1,1,1,13,0,1.3,1.3,2016,7
32,Marcedes Lewis,JAC,1,3,1,11,0,1.1,1.1,2016,7
33,Niles Paul,WAS,1,1,1,11,0,1.1,1.1,2016,7
34,Anthony Fasano,TEN,1,2,1,10,0,1.0,1.0,2016,7
35,Demetrius Harris,KC,1,3,1,10,0,1.0,1.0,2016,7
36,Tyler Eifert,CIN,1,2,1,9,0,0.9,0.9,2016,7
37,Larry Donnell,NYG,1,3,1,8,0,0.8,0.8,2016,7
38,Brent Celek,PHI,1,2,1,7,0,0.7,0.7,2016,7
39,Nick O'Leary,BUF,1,1,1,7,0,0.7,0.7,2016,7
40,Richard Rodgers,GB,1,1,1,7,0,0.7,0.7,2016,7
41,Josh Hill,NO,1,1,1,6,0,0.6,0.6,2016,7
42,Jerell Adams,NYG,1,1,1,5,0,0.5,0.5,2016,7
