,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
21,Austin Seferian-Jenkins,NYJ,1,4,4,46,0,4.6,4.6,2017,4
22,Zach Miller,CHI,1,2,2,45,0,4.5,4.5,2017,4
23,Ben Watson,BAL,1,6,5,43,0,4.3,4.3,2017,4
24,Darren Fells,DET,1,5,4,40,0,4.0,4.0,2017,4
25,Jesse James,PIT,1,3,3,40,0,4.0,4.0,2017,4
26,Martellus Bennett,GB,1,7,6,39,0,3.9,3.9,2017,4
27,Nick Boyle,BAL,1,5,5,36,0,3.6,3.6,2017,4
28,George Kittle,SF,1,3,2,35,0,3.5,3.5,2017,4
29,Kyle Rudolph,MIN,1,4,2,34,0,3.4,3.4,2017,4
30,Brandon Williams,IND,1,2,1,32,0,3.2,3.2,2017,4
31,Julius Thomas,MIA,1,4,2,29,0,2.9,2.9,2017,4
32,Stephen Anderson,HOU,1,2,2,28,0,2.8,2.8,2017,4
33,Jack Doyle,IND,1,7,5,27,0,2.7,2.7,2017,4
34,Eric Ebron,DET,1,4,2,27,0,2.7,2.7,2017,4
35,Coby Fleener,NO,1,4,2,21,0,2.1,2.1,2017,4
36,Jordan Reed,WAS,1,5,3,21,0,2.1,2.1,2017,4
37,Levine Toilolo,ATL,1,3,3,21,0,2.1,2.1,2017,4
38,Antonio Gates,LAC,1,5,3,18,0,1.8,1.8,2017,4
39,Ryan Hewitt,CIN,1,1,1,16,0,1.6,1.6,2017,4
40,Michael Roberts,DET,1,1,1,15,0,1.5,1.5,2017,4
41,Lee Smith,OAK,1,2,2,15,0,1.5,1.5,2017,4
42,Ryan Griffin,HOU,1,5,2,13,0,1.3,1.3,2017,4
43,Michael Hoomanawanui,NO,1,2,1,13,0,1.3,1.3,2017,4
44,Blake Bell,MIN,1,1,1,12,0,1.2,1.2,2017,4
45,Jermaine Gresham,ARI,1,3,2,12,0,1.2,1.2,2017,4
46,David Njoku,CLE,1,2,2,11,0,1.1,1.1,2017,4
47,C.J. Uzomah,CIN,1,1,1,11,0,1.1,1.1,2017,4
48,Jason Witten,DAL,1,2,1,9,0,0.9,0.9,2017,4
49,Gerald Everett,LAR,1,3,1,8,0,0.8,0.8,2017,4
50,Dion Sims,CHI,1,1,1,8,0,0.8,0.8,2017,4
1,Ed Dickson,CAR,1,5,5,175,0,17.5,17.5,2017,5
2,Darren Fells,DET,1,2,2,24,2,14.4,14.4,2017,5
3,George Kittle,SF,1,9,7,83,1,14.3,14.3,2017,5
4,Cameron Brate,TB,1,9,5,68,1,12.8,12.8,2017,5
5,Zach Ertz,PHI,1,12,6,61,1,12.1,12.1,2017,5
6,David Njoku,CLE,1,3,3,48,1,10.9,10.9,2017,5
7,Kyle Rudolph,MIN,1,9,6,45,1,10.5,10.5,2017,5
8,Hunter Henry,LAC,1,8,3,42,1,10.2,10.2,2017,5
9,Zach Miller,CHI,1,7,3,39,1,9.9,9.9,2017,5
10,Tyler Higbee,LAR,1,8,4,98,0,9.8,9.8,2017,5
11,Travis Kelce,KC,1,11,8,98,0,9.8,9.8,2017,5
12,Jimmy Graham,SEA,1,8,6,37,1,9.7,9.7,2017,5
13,Austin Seferian-Jenkins,NYJ,1,8,6,29,1,8.9,8.9,2017,5
14,Trey Burton,PHI,1,2,2,16,1,7.6,7.6,2017,5
15,Phillip Supernaw,TEN,1,2,2,16,1,7.6,7.6,2017,5
16,Stephen Anderson,HOU,1,2,2,63,0,6.3,6.3,2017,5
17,Vince Mayle,BAL,1,0,0,0,0,6.2,6.2,2017,5
18,Jason Witten,DAL,1,10,8,61,0,6.1,6.1,2017,5
19,Nick O'Leary,BUF,1,6,5,54,0,5.4,5.4,2017,5
20,Martellus Bennett,GB,1,3,3,53,0,5.3,5.3,2017,5
21,Tyler Kroft,CIN,1,5,4,38,0,3.8,3.8,2017,5
22,Eric Tomlinson,NYJ,1,1,1,34,0,3.4,3.4,2017,5
23,Charles Clay,BUF,1,3,2,31,0,3.1,3.1,2017,5
24,Ross Travis,KC,1,2,2,26,0,2.6,2.6,2017,5
25,Jared Cook,OAK,1,6,3,25,0,2.5,2.5,2017,5
26,Delanie Walker,TEN,1,5,3,25,0,2.5,2.5,2017,5
27,Seth Devalve,CLE,1,4,3,24,0,2.4,2.4,2017,5
28,Jesse James,PIT,1,5,3,24,0,2.4,2.4,2017,5
29,Lance Kendricks,GB,1,1,1,24,0,2.4,2.4,2017,5
30,Antonio Gates,LAC,1,3,2,23,0,2.3,2.3,2017,5
31,Ryan Griffin,HOU,1,4,2,22,0,2.2,2.2,2017,5
32,Demetrius Harris,KC,1,3,3,21,0,2.1,2.1,2017,5
33,Jonnu Smith,TEN,1,5,5,21,0,2.1,2.1,2017,5
34,C.J. Uzomah,CIN,1,2,1,21,0,2.1,2.1,2017,5
35,Dion Sims,CHI,1,4,1,17,0,1.7,1.7,2017,5
36,Brandon Williams,IND,1,3,3,17,0,1.7,1.7,2017,5
37,Jermaine Gresham,ARI,1,2,2,16,0,1.6,1.6,2017,5
38,Richard Rodgers,GB,1,1,1,16,0,1.6,1.6,2017,5
39,Julius Thomas,MIA,1,4,1,15,0,1.5,1.5,2017,5
40,Marcedes Lewis,JAC,1,2,1,14,0,1.4,1.4,2017,5
41,Darrell Daniels,IND,1,4,1,13,0,1.3,1.3,2017,5
42,Jerell Adams,NYG,1,1,1,11,0,1.1,1.1,2017,5
43,Nick Boyle,BAL,1,2,1,9,0,0.9,0.9,2017,5
44,Rhett Ellison,NYG,1,2,1,9,0,0.9,0.9,2017,5
45,Gerald Everett,LAR,1,3,1,8,0,0.8,0.8,2017,5
46,Garrett Celek,SF,1,1,1,6,0,0.6,0.6,2017,5
47,Eric Ebron,DET,1,4,1,6,0,0.6,0.6,2017,5
48,Brent Celek,PHI,1,1,1,5,0,0.5,0.5,2017,5
49,Logan Thomas,BUF,1,2,1,3,0,0.3,0.3,2017,5
50,Nick Vannett,SEA,1,2,2,3,0,0.3,0.3,2017,5
1,Rob Gronkowski,NE,1,10,6,83,2,20.3,20.3,2017,6
2,Evan Engram,NYG,1,7,5,82,1,14.2,14.2,2017,6
3,Zach Ertz,PHI,1,5,2,18,2,13.8,13.8,2017,6
4,Cameron Brate,TB,1,8,6,76,1,13.6,13.6,2017,6
5,Jack Doyle,IND,1,11,7,50,1,11.0,11.0,2017,6
6,Austin Seferian-Jenkins,NYJ,1,11,8,46,1,10.6,10.6,2017,6
7,Dion Sims,CHI,1,4,2,42,1,10.2,10.2,2017,6
8,Hunter Henry,LAC,1,7,5,90,0,9.0,9.0,2017,6
9,Michael Hoomanawanui,NO,1,3,2,27,1,8.7,8.7,2017,6
10,Darren Fells,DET,1,4,2,26,1,8.6,8.6,2017,6
11,Zach Miller,CHI,1,3,2,25,1,8.5,8.5,2017,6
12,Jeff Heuerman,DEN,1,2,2,24,1,8.4,8.4,2017,6
13,Troy Niklas,ARI,1,2,2,20,1,8.0,8.0,2017,6
14,Seth Devalve,CLE,1,3,2,9,1,6.9,6.9,2017,6
15,Vernon Davis,WAS,1,4,3,65,0,6.5,6.5,2017,6
16,Gerald Everett,LAR,1,3,1,4,1,6.4,6.4,2017,6
17,Ryan Griffin,HOU,1,8,3,52,0,5.2,5.2,2017,6
18,Austin Hooper,ATL,1,9,7,48,0,4.8,4.8,2017,6
19,Kyle Rudolph,MIN,1,9,5,47,0,4.7,4.7,2017,6
20,George Kittle,SF,1,8,4,46,0,4.6,4.6,2017,6
21,Travis Kelce,KC,1,7,4,37,0,3.7,3.7,2017,6
22,Jordan Reed,WAS,1,5,4,37,0,3.7,3.7,2017,6
23,Ed Dickson,CAR,1,8,4,36,0,3.6,3.6,2017,6
24,Jermaine Gresham,ARI,1,2,2,32,0,3.2,3.2,2017,6
25,Ben Watson,BAL,1,8,6,28,0,2.8,2.8,2017,6
26,Vance McDonald,PIT,1,2,1,26,0,2.6,2.6,2017,6
27,Virgil Green,DEN,1,1,1,24,0,2.4,2.4,2017,6
28,Martellus Bennett,GB,1,4,2,22,0,2.2,2.2,2017,6
29,Julius Thomas,MIA,1,5,3,22,0,2.2,2.2,2017,6
30,Ben Koyack,JAC,1,1,1,21,0,2.1,2.1,2017,6
31,Stephen Anderson,HOU,1,2,2,17,0,1.7,1.7,2017,6
32,Antonio Gates,LAC,1,1,1,16,0,1.6,1.6,2017,6
33,Nick Boyle,BAL,1,3,2,15,0,1.5,1.5,2017,6
34,O.J. Howard,TB,1,3,1,15,0,1.5,1.5,2017,6
35,Jared Cook,OAK,1,3,2,14,0,1.4,1.4,2017,6
36,Delanie Walker,TEN,1,8,4,17,0,1.4,1.4,2017,6
37,Garrett Celek,SF,1,2,1,13,0,1.3,1.3,2017,6
38,James O'Shaughnessy,JAC,1,3,2,11,0,1.1,1.1,2017,6
39,A.J. Derby,DEN,1,4,1,10,0,1.0,1.0,2017,6
40,Jonnu Smith,TEN,1,1,1,10,0,1.0,1.0,2017,6
41,Trey Burton,PHI,1,1,1,9,0,0.9,0.9,2017,6
42,Eric Ebron,DET,1,3,1,9,0,0.9,0.9,2017,6
43,Jerell Adams,NYG,1,1,1,6,0,0.6,0.6,2017,6
44,Maxx Williams,BAL,1,1,1,6,0,0.6,0.6,2017,6
45,Luke Stocker,TB,1,1,1,5,0,0.5,0.5,2017,6
46,Coby Fleener,NO,1,1,0,0,0,0.0,0.0,2017,6
47,Demetrius Harris,KC,1,2,0,0,0,0.0,0.0,2017,6
48,Tyler Higbee,LAR,1,3,1,0,0,0.0,0.0,2017,6
49,Matt LaCosse,NYG,1,1,0,0,0,0.0,0.0,2017,6
50,Marcedes Lewis,JAC,1,2,0,0,0,0.0,0.0,2017,6
1,O.J. Howard,TB,1,6,6,98,2,21.8,21.8,2017,7
2,Jordan Reed,WAS,1,10,8,64,2,18.4,18.4,2017,7
3,Zach Ertz,PHI,1,5,5,89,1,14.9,14.9,2017,7
4,Evan Engram,NYG,1,12,6,60,1,12.0,12.0,2017,7
5,Jason Witten,DAL,1,4,4,54,1,11.4,11.4,2017,7
6,Jimmy Graham,SEA,1,6,3,51,1,11.1,11.1,2017,7
7,Jared Cook,OAK,1,7,6,107,0,10.7,10.7,2017,7
8,Travis Kelce,KC,1,5,4,33,1,9.3,9.3,2017,7
9,Marcedes Lewis,JAC,1,3,2,29,1,8.9,8.9,2017,7
10,Anthony Fasano,MIA,1,4,3,25,1,8.5,8.5,2017,7
11,Tyler Kroft,CIN,1,4,4,23,1,8.3,8.3,2017,7
12,Logan Thomas,BUF,1,1,1,22,1,8.2,8.2,2017,7
13,Austin Seferian-Jenkins,NYJ,1,5,3,21,1,8.1,8.1,2017,7
14,Hunter Henry,LAC,1,5,4,73,0,7.3,7.3,2017,7
15,Vernon Davis,WAS,1,4,4,67,0,6.7,6.7,2017,7
16,A.J. Derby,DEN,1,7,6,66,0,6.6,6.6,2017,7
17,Delanie Walker,TEN,1,10,7,63,0,6.3,6.3,2017,7
18,Cameron Brate,TB,1,9,6,60,0,6.0,6.0,2017,7
19,David Njoku,CLE,1,5,2,58,0,5.8,5.8,2017,7
20,Nick O'Leary,BUF,1,2,2,58,0,5.8,5.8,2017,7
21,Julius Thomas,MIA,1,4,3,58,0,5.8,5.8,2017,7
22,Rob Gronkowski,NE,1,7,3,51,0,5.1,5.1,2017,7
23,Jack Doyle,IND,1,7,6,44,0,4.4,4.4,2017,7
24,Kyle Rudolph,MIN,1,7,5,43,0,4.3,4.3,2017,7
25,Ben Watson,BAL,1,5,5,38,0,3.8,3.8,2017,7
26,Vance McDonald,PIT,1,3,2,37,0,3.7,3.7,2017,7
27,Niles Paul,WAS,1,1,1,32,0,3.2,3.2,2017,7
28,Zach Miller,CHI,1,3,2,29,0,2.9,2.9,2017,7
29,Seth Devalve,CLE,1,4,2,27,0,2.7,2.7,2017,7
30,Eric Tomlinson,NYJ,1,1,1,26,0,2.6,2.6,2017,7
31,Coby Fleener,NO,1,3,2,22,0,2.2,2.2,2017,7
32,Jonnu Smith,TEN,1,4,2,22,0,2.2,2.2,2017,7
33,Ed Dickson,CAR,1,5,3,18,0,1.8,1.8,2017,7
34,Jermaine Gresham,ARI,1,3,1,18,0,1.8,1.8,2017,7
35,Martellus Bennett,GB,1,3,2,17,0,1.7,1.7,2017,7
36,Demetrius Harris,KC,1,3,2,16,0,1.6,1.6,2017,7
37,George Kittle,SF,1,2,1,16,0,1.6,1.6,2017,7
38,Tyler Higbee,LAR,1,3,3,13,0,1.3,1.3,2017,7
39,Luke Willson,SEA,1,1,1,13,0,1.3,1.3,2017,7
40,Nick Boyle,BAL,1,3,2,12,0,1.2,1.2,2017,7
41,Xavier Grimble,PIT,1,1,1,12,0,1.2,1.2,2017,7
42,Nick Vannett,SEA,1,1,1,12,0,1.2,1.2,2017,7
43,Garrett Celek,SF,1,1,1,11,0,1.1,1.1,2017,7
44,Chris Manhertz,CAR,1,2,1,11,0,1.1,1.1,2017,7
45,Trey Burton,PHI,1,1,1,7,0,0.7,0.7,2017,7
46,Darrell Daniels,IND,1,3,1,7,0,0.7,0.7,2017,7
47,Virgil Green,DEN,1,2,1,7,0,0.7,0.7,2017,7
48,Ben Koyack,JAC,1,1,1,7,0,0.7,0.7,2017,7
49,Geoff Swaim,DAL,1,1,1,7,0,0.7,0.7,2017,7
50,C.J. Uzomah,CIN,1,2,1,7,0,0.7,0.7,2017,7
1,Travis Kelce,KC,1,10,7,133,1,19.3,19.3,2017,8
2,Jack Doyle,IND,1,14,12,121,1,18.1,18.1,2017,8
3,Jimmy Graham,SEA,1,5,4,39,2,15.9,15.9,2017,8
4,Rob Gronkowski,NE,1,9,5,57,1,11.7,11.7,2017,8
5,Austin Hooper,ATL,1,6,4,47,1,10.7,10.7,2017,8
6,Zach Ertz,PHI,1,6,4,34,1,9.4,9.4,2017,8
7,Kyle Rudolph,MIN,1,7,6,27,1,8.7,8.7,2017,8
8,A.J. Derby,DEN,1,4,2,21,1,8.1,8.1,2017,8
9,Eric Tomlinson,NYJ,1,1,1,20,1,8.0,8.0,2017,8
10,Ben Watson,BAL,1,4,2,6,1,6.6,6.6,2017,8
11,Cameron Brate,TB,1,5,4,64,0,6.4,6.4,2017,8
12,Eric Ebron,DET,1,6,2,58,0,5.8,5.8,2017,8
13,Jared Cook,OAK,1,5,4,57,0,5.7,5.7,2017,8
14,Tyler Kroft,CIN,1,6,5,46,0,4.6,4.6,2017,8
15,Jesse James,PIT,1,3,2,42,0,4.2,4.2,2017,8
16,Jason Witten,DAL,1,5,3,31,0,3.1,3.1,2017,8
17,Nick Boyle,BAL,1,4,4,29,0,2.9,2.9,2017,8
18,Josh Hill,NO,1,4,3,29,0,2.9,2.9,2017,8
19,David Morgan,MIN,1,3,3,28,0,2.8,2.8,2017,8
20,Austin Seferian-Jenkins,NYJ,1,5,5,28,0,2.8,2.8,2017,8
21,Antonio Gates,LAC,1,2,2,25,0,2.5,2.5,2017,8
22,Garrett Celek,SF,1,2,1,24,0,2.4,2.4,2017,8
23,Ed Dickson,CAR,1,5,4,24,0,2.4,2.4,2017,8
24,George Kittle,SF,1,4,2,22,0,2.2,2.2,2017,8
25,Trey Burton,PHI,1,2,2,21,0,2.1,2.1,2017,8
26,Lee Smith,OAK,1,3,1,21,0,2.1,2.1,2017,8
27,Vernon Davis,WAS,1,4,2,20,0,2.0,2.0,2017,8
28,Levine Toilolo,ATL,1,3,2,20,0,2.0,2.0,2017,8
29,David Njoku,CLE,1,7,2,19,0,1.9,1.9,2017,8
30,Geoff Swaim,DAL,1,1,1,18,0,1.8,1.8,2017,8
31,Virgil Green,DEN,1,2,1,16,0,1.6,1.6,2017,8
32,O.J. Howard,TB,1,2,2,16,0,1.6,1.6,2017,8
33,Dion Sims,CHI,1,5,3,15,0,1.5,1.5,2017,8
34,Brent Celek,PHI,1,2,1,14,0,1.4,1.4,2017,8
35,Jacob Hollister,NE,1,1,1,13,0,1.3,1.3,2017,8
36,Darren Fells,DET,1,3,1,12,0,1.2,1.2,2017,8
37,Stephen Anderson,HOU,1,2,1,11,0,1.1,1.1,2017,8
38,Anthony Fasano,MIA,1,2,2,11,0,1.1,1.1,2017,8
39,Hunter Henry,LAC,1,2,2,11,0,1.1,1.1,2017,8
40,Jeff Heuerman,DEN,1,2,1,11,0,1.1,1.1,2017,8
41,Ryan Griffin,HOU,1,2,1,10,0,1.0,1.0,2017,8
42,Cole Hikutini,SF,1,1,1,10,0,1.0,1.0,2017,8
43,Daniel Brown,CHI,1,1,1,9,0,0.9,0.9,2017,8
44,Nick Vannett,SEA,1,1,1,8,0,0.8,0.8,2017,8
45,Logan Thomas,BUF,1,1,1,7,0,0.7,0.7,2017,8
46,Nick O'Leary,BUF,1,3,1,5,0,0.5,0.5,2017,8
47,Jordan Reed,WAS,1,1,1,5,0,0.5,0.5,2017,8
48,Julius Thomas,MIA,1,3,2,2,0,0.2,0.2,2017,8
49,Seth Devalve,CLE,1,3,1,0,0,0.0,0.0,2017,8
50,Demetrius Harris,KC,1,2,0,0,0,0.0,0.0,2017,8
1,Julius Thomas,MIA,1,8,6,84,1,14.4,14.4,2017,9
2,Travis Kelce,KC,1,9,7,73,1,13.3,13.3,2017,9
3,Evan Engram,NYG,1,10,4,70,1,13.0,13.0,2017,9
4,Jared Cook,OAK,1,9,8,126,0,12.6,12.6,2017,9
5,Trey Burton,PHI,1,4,2,41,1,10.1,10.1,2017,9
6,Jermaine Gresham,ARI,1,3,2,23,1,8.3,8.3,2017,9
7,Tyler Kroft,CIN,1,2,2,79,0,7.9,7.9,2017,9
8,Luke Stocker,TB,1,2,2,13,1,7.3,7.3,2017,9
9,Vernon Davis,WAS,1,9,6,72,0,7.2,7.2,2017,9
10,Delanie Walker,TEN,1,5,5,71,0,7.1,7.1,2017,9
11,Luke Willson,SEA,1,2,1,10,1,7.0,7.0,2017,9
12,Tyler Higbee,LAR,1,2,1,8,1,6.8,6.8,2017,9
13,Jack Doyle,IND,1,9,8,63,0,6.3,6.3,2017,9
14,Jimmy Graham,SEA,1,8,5,59,0,5.9,5.9,2017,9
15,Gerald Everett,LAR,1,2,1,44,0,5.7,5.7,2017,9
16,Nick O'Leary,BUF,1,5,4,51,0,5.1,5.1,2017,9
17,Marcedes Lewis,JAC,1,6,3,49,0,4.9,4.9,2017,9
18,Coby Fleener,NO,1,2,2,46,0,4.6,4.6,2017,9
19,Stephen Anderson,HOU,1,6,4,44,0,4.4,4.4,2017,9
20,Ben Watson,BAL,1,10,7,41,0,4.1,4.1,2017,9
21,Brent Celek,PHI,1,4,3,39,0,3.9,3.9,2017,9
22,Austin Hooper,ATL,1,6,3,36,0,3.6,3.6,2017,9
23,Eric Ebron,DET,1,4,3,35,0,3.5,3.5,2017,9
24,Lance Kendricks,GB,1,3,2,32,0,3.2,3.2,2017,9
25,Maxx Williams,BAL,1,3,3,29,0,2.9,2.9,2017,9
26,George Kittle,SF,1,5,3,27,0,2.7,2.7,2017,9
27,Logan Thomas,BUF,1,3,2,25,0,2.5,2.5,2017,9
28,Rhett Ellison,NYG,1,2,2,21,0,2.1,2.1,2017,9
29,Austin Seferian-Jenkins,NYJ,1,2,2,20,0,2.0,2.0,2017,9
30,Brandon Williams,IND,1,2,2,20,0,2.0,2.0,2017,9
31,Troy Niklas,ARI,1,3,1,16,0,1.6,1.6,2017,9
32,Garrett Celek,SF,1,4,1,13,0,1.3,1.3,2017,9
33,A.J. Derby,DEN,1,3,1,11,0,1.1,1.1,2017,9
34,Darren Fells,DET,1,1,1,10,0,1.0,1.0,2017,9
35,Cameron Brate,TB,1,4,1,9,0,0.9,0.9,2017,9
36,Anthony Fasano,MIA,1,2,2,9,0,0.9,0.9,2017,9
37,Levine Toilolo,ATL,1,1,1,8,0,0.8,0.8,2017,9
38,O.J. Howard,TB,1,2,1,6,0,0.6,0.6,2017,9
39,James O'Shaughnessy,JAC,1,1,1,6,0,0.6,0.6,2017,9
40,Eric Tomlinson,NYJ,1,2,1,6,0,0.6,0.6,2017,9
41,Derek Carrier,LAR,1,1,1,5,0,0.5,0.5,2017,9
42,Richard Rodgers,GB,1,2,1,5,0,0.5,0.5,2017,9
43,Jason Witten,DAL,1,1,1,5,0,0.5,0.5,2017,9
44,MarQueis Gray,MIA,1,0,0,0,0,0.3,0.3,2017,9
45,Ross Travis,KC,1,2,1,3,0,0.3,0.3,2017,9
46,Ed Dickson,CAR,1,2,0,0,0,0.0,0.0,2017,9
47,James Hanna,DAL,1,1,0,0,0,0.0,0.0,2017,9
48,Demetrius Harris,KC,1,1,0,0,0,0.0,0.0,2017,9
49,Jeff Heuerman,DEN,1,1,0,0,0,0.0,0.0,2017,9
50,Jonnu Smith,TEN,1,1,0,0,0,0.0,0.0,2017,9
1,Jimmy Graham,SEA,1,9,6,27,2,14.7,14.7,2017,10
2,Garrett Celek,SF,1,6,4,67,1,12.7,12.7,2017,10
3,Jermaine Gresham,ARI,1,7,5,64,1,12.4,12.4,2017,10
4,Austin Hooper,ATL,1,6,6,49,1,10.9,10.9,2017,10
5,Eric Ebron,DET,1,3,2,39,1,9.9,9.9,2017,10
6,Ed Dickson,CAR,1,5,3,33,1,9.3,9.3,2017,10
7,Evan Engram,NYG,1,9,6,31,1,9.1,9.1,2017,10
8,Vernon Davis,WAS,1,11,7,76,0,7.6,7.6,2017,10
9,Vance McDonald,PIT,1,2,2,16,1,7.6,7.6,2017,10
10,Rob Gronkowski,NE,1,7,4,74,0,7.4,7.4,2017,10
11,Dwayne Allen,NE,1,2,1,11,1,7.1,7.1,2017,10
12,Seth Devalve,CLE,1,6,4,70,0,7.0,7.0,2017,10
13,Julius Thomas,MIA,1,5,2,8,1,6.8,6.8,2017,10
14,Nick O'Leary,BUF,1,2,1,7,1,6.7,6.7,2017,10
15,Austin Seferian-Jenkins,NYJ,1,9,6,67,0,6.7,6.7,2017,10
16,Delanie Walker,TEN,1,9,6,63,0,6.3,6.3,2017,10
17,David Morgan,MIN,1,1,1,1,1,6.1,6.1,2017,10
18,Jason Witten,DAL,1,7,7,59,0,5.9,5.9,2017,10
19,Adam Shaheen,CHI,1,2,2,39,0,3.9,3.9,2017,10
20,Martellus Bennett,NE,1,3,3,38,0,3.8,3.8,2017,10
21,Kyle Rudolph,MIN,1,7,5,37,0,3.7,3.7,2017,10
22,Stephen Anderson,HOU,1,3,2,30,0,3.0,3.0,2017,10
23,Marcedes Lewis,JAC,1,5,2,29,0,2.9,2.9,2017,10
24,Daniel Brown,CHI,1,3,2,23,0,2.3,2.3,2017,10
25,Tyler Higbee,LAR,1,4,2,22,0,2.2,2.2,2017,10
26,Nick Vannett,SEA,1,2,2,22,0,2.2,2.2,2017,10
27,Jonnu Smith,TEN,1,5,2,20,0,2.0,2.0,2017,10
28,Charles Clay,BUF,1,3,2,13,0,1.3,1.3,2017,10
29,Cameron Brate,TB,1,3,1,10,0,1.0,1.0,2017,10
30,C.J. Fiedorowicz,HOU,1,6,2,10,0,1.0,1.0,2017,10
31,Levine Toilolo,ATL,1,1,1,10,0,1.0,1.0,2017,10
32,Jack Doyle,IND,1,5,2,9,0,0.9,0.9,2017,10
33,Lance Kendricks,GB,1,2,1,9,0,0.9,0.9,2017,10
34,Richard Rodgers,GB,1,1,1,8,0,0.8,0.8,2017,10
35,Hunter Henry,LAC,1,2,1,7,0,0.7,0.7,2017,10
36,Jeff Heuerman,DEN,1,3,1,4,0,0.4,0.4,2017,10
37,Michael Hoomanawanui,NO,1,1,1,4,0,0.4,0.4,2017,10
38,Tyler Kroft,CIN,1,6,1,4,0,0.4,0.4,2017,10
39,Antonio Gates,LAC,1,2,1,3,0,0.3,0.3,2017,10
40,David Njoku,CLE,1,6,1,3,0,0.3,0.3,2017,10
41,A.J. Derby,DEN,1,1,1,2,0,0.2,0.2,2017,10
42,Darrell Daniels,IND,1,2,0,0,0,0.0,0.0,2017,10
43,Gerald Everett,LAR,1,2,0,0,0,0.0,0.0,2017,10
44,Darren Fells,DET,1,1,0,0,0,0.0,0.0,2017,10
45,Coby Fleener,NO,1,1,0,0,0,0.0,0.0,2017,10
46,Jesse James,PIT,1,2,0,0,0,0.0,0.0,2017,10
47,Ben Koyack,JAC,1,1,0,0,0,0.0,0.0,2017,10
48,Troy Niklas,ARI,1,2,0,0,0,0.0,0.0,2017,10
49,Neal Sterling,NYJ,1,1,0,0,0,0.0,0.0,2017,10
50,Josh Hill,NO,1,1,1,-2,0,-0.2,-0.2,2017,10
1,Ricky Seals-Jones,ARI,1,5,3,54,2,17.4,17.4,2017,11
2,Jimmy Graham,SEA,1,11,7,58,1,11.8,11.8,2017,11
3,O.J. Howard,TB,1,4,3,52,1,11.2,11.2,2017,11
4,Travis Kelce,KC,1,14,8,109,0,10.9,10.9,2017,11
5,Adam Shaheen,CHI,1,4,4,41,1,10.1,10.1,2017,11
6,Delanie Walker,TEN,1,9,6,92,0,9.2,9.2,2017,11
7,Coby Fleener,NO,1,5,5,91,0,9.1,9.1,2017,11
8,Levine Toilolo,ATL,1,2,2,31,1,9.1,9.1,2017,11
9,Marcedes Lewis,JAC,1,2,2,26,1,8.6,8.6,2017,11
10,Jesse James,PIT,1,8,5,21,1,8.1,8.1,2017,11
11,Tyler Kroft,CIN,1,3,2,12,1,7.2,7.2,2017,11
12,Vernon Davis,WAS,1,6,3,67,0,6.7,6.7,2017,11
