,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
13,Jeremy Sprinkle,WAS,1,1,1,7,1,6.7,6.7,2017,11
14,Kyle Rudolph,MIN,1,7,5,58,0,5.8,5.8,2017,11
15,Josh Hill,NO,1,1,1,3,1,5.5,5.5,2017,11
16,Eric Ebron,DET,1,7,4,49,0,4.9,4.9,2017,11
17,Jared Cook,OAK,1,5,2,36,0,3.6,3.6,2017,11
18,Rob Gronkowski,NE,1,3,3,36,0,3.6,3.6,2017,11
19,Austin Traylor,DEN,1,5,4,36,0,3.6,3.6,2017,11
20,Ben Watson,BAL,1,1,1,33,0,3.3,3.3,2017,11
21,Julius Thomas,MIA,1,4,4,30,0,3.0,3.0,2017,11
22,Brent Celek,PHI,1,2,1,28,0,2.8,2.8,2017,11
23,Charles Clay,BUF,1,4,3,27,0,2.7,2.7,2017,11
24,Hunter Henry,LAC,1,5,2,25,0,2.5,2.5,2017,11
25,Dwayne Allen,NE,1,2,2,24,0,2.4,2.4,2017,11
26,Daniel Brown,CHI,1,5,2,23,0,2.3,2.3,2017,11
27,Stephen Anderson,HOU,1,3,1,22,0,2.2,2.2,2017,11
28,C.J. Fiedorowicz,HOU,1,2,2,18,0,1.8,1.8,2017,11
29,Niles Paul,WAS,1,2,2,11,0,1.6,1.6,2017,11
30,Martellus Bennett,NE,1,3,3,15,0,1.5,1.5,2017,11
31,Virgil Green,DEN,1,4,2,13,0,1.3,1.3,2017,11
32,David Njoku,CLE,1,1,1,13,0,1.3,1.3,2017,11
33,Cameron Brate,TB,1,3,1,12,0,1.2,1.2,2017,11
34,James O'Shaughnessy,JAC,1,1,1,12,0,1.2,1.2,2017,11
35,Ross Travis,KC,1,3,1,11,0,1.1,1.1,2017,11
36,Jermaine Gresham,ARI,1,1,1,10,0,1.0,1.0,2017,11
37,Sean McGrath,LAC,1,1,1,10,0,1.0,1.0,2017,11
38,Evan Engram,NYG,1,6,1,9,0,0.9,0.9,2017,11
39,Darren Fells,DET,1,1,1,9,0,0.9,0.9,2017,11
40,Zach Ertz,PHI,1,5,2,8,0,0.8,0.8,2017,11
41,Gerald Everett,LAR,1,2,1,8,0,0.8,0.8,2017,11
42,Nick O'Leary,BUF,1,3,1,8,0,0.8,0.8,2017,11
43,Rhett Ellison,NYG,1,1,1,7,0,0.7,0.7,2017,11
44,Jason Witten,DAL,1,1,1,7,0,0.7,0.7,2017,11
45,Jerell Adams,NYG,1,1,1,6,0,0.6,0.6,2017,11
46,Maxx Williams,BAL,1,2,2,6,0,0.6,0.6,2017,11
47,Seth Devalve,CLE,1,3,1,5,0,0.5,0.5,2017,11
48,Tyler Higbee,LAR,1,5,1,5,0,0.5,0.5,2017,11
49,Lance Kendricks,GB,1,4,1,5,0,0.5,0.5,2017,11
50,David Morgan,MIN,1,1,1,5,0,0.5,0.5,2017,11
1,Rob Gronkowski,NE,1,8,5,82,2,20.2,20.2,2017,12
2,Kyle Rudolph,MIN,1,4,4,63,2,18.3,18.3,2017,12
3,Zach Ertz,PHI,1,12,10,103,1,16.3,16.3,2017,12
4,Hunter Henry,LAC,1,5,5,76,1,13.6,13.6,2017,12
5,Ricky Seals-Jones,ARI,1,6,4,72,1,13.2,13.2,2017,12
6,Delanie Walker,TEN,1,5,4,63,1,12.3,12.3,2017,12
7,Jack Doyle,IND,1,8,7,94,0,9.4,9.4,2017,12
8,Jimmy Graham,SEA,1,6,3,34,1,9.4,9.4,2017,12
9,Nick Vannett,SEA,1,4,2,29,1,8.9,8.9,2017,12
10,Tyler Kroft,CIN,1,4,3,14,1,7.4,7.4,2017,12
11,Xavier Grimble,PIT,1,1,1,1,1,6.1,6.1,2017,12
12,Charles Clay,BUF,1,4,4,60,0,6.0,6.0,2017,12
13,O.J. Howard,TB,1,4,3,52,0,5.2,5.2,2017,12
14,Julius Thomas,MIA,1,6,5,52,0,5.2,5.2,2017,12
15,Tyler Higbee,LAR,1,3,3,48,0,4.8,4.8,2017,12
16,David Njoku,CLE,1,4,4,47,0,4.7,4.7,2017,12
17,Jason Witten,DAL,1,7,7,44,0,4.4,4.4,2017,12
18,Travis Kelce,KC,1,4,3,39,0,3.9,3.9,2017,12
19,Austin Hooper,ATL,1,5,3,38,0,3.8,3.8,2017,12
20,C.J. Fiedorowicz,HOU,1,8,4,37,0,3.7,3.7,2017,12
21,Eric Ebron,DET,1,4,4,34,0,3.4,3.4,2017,12
22,Austin Traylor,DEN,1,4,1,34,0,3.4,3.4,2017,12
23,Seth Devalve,CLE,1,2,2,33,0,3.3,3.3,2017,12
24,Demetrius Harris,KC,1,2,2,33,0,3.3,3.3,2017,12
25,Jesse James,PIT,1,4,3,32,0,3.2,3.2,2017,12
26,Ben Watson,BAL,1,3,3,29,0,2.9,2.9,2017,12
27,Austin Seferian-Jenkins,NYJ,1,7,2,27,0,2.7,2.7,2017,12
28,Richard Rodgers,GB,1,3,1,25,0,2.5,2.5,2017,12
29,Troy Niklas,ARI,1,2,2,22,0,2.2,2.2,2017,12
30,Daniel Brown,CHI,1,3,2,20,0,2.0,2.0,2017,12
31,Evan Engram,NYG,1,7,3,18,0,1.8,1.8,2017,12
32,Nick O'Leary,BUF,1,2,2,18,0,1.8,1.8,2017,12
33,Virgil Green,DEN,1,3,1,16,0,1.6,1.6,2017,12
34,Niles Paul,WAS,1,5,3,16,0,1.6,1.6,2017,12
35,Ed Dickson,CAR,1,3,1,15,0,1.5,1.5,2017,12
36,George Kittle,SF,1,2,1,14,0,1.4,1.4,2017,12
37,Jermaine Gresham,ARI,1,3,2,13,0,1.3,1.3,2017,12
38,Lee Smith,OAK,1,1,1,12,0,1.2,1.2,2017,12
39,Maxx Williams,BAL,1,1,1,12,0,1.2,1.2,2017,12
40,Marcedes Lewis,JAC,1,2,1,10,0,1.0,1.0,2017,12
41,Greg Olsen,CAR,1,4,1,10,0,1.0,1.0,2017,12
42,Nick Boyle,BAL,1,1,1,9,0,0.9,0.9,2017,12
43,Rhett Ellison,NYG,1,1,1,9,0,0.9,0.9,2017,12
44,Gerald Everett,LAR,1,1,1,9,0,0.9,0.9,2017,12
45,Coby Fleener,NO,1,2,1,8,0,0.8,0.8,2017,12
46,Garrett Celek,SF,1,2,2,7,0,0.7,0.7,2017,12
47,James O'Shaughnessy,JAC,1,2,1,7,0,0.7,0.7,2017,12
48,Cameron Brate,TB,1,2,1,6,0,0.6,0.6,2017,12
49,Dwayne Allen,NE,1,2,1,2,0,0.2,0.2,2017,12
50,Jared Cook,OAK,1,5,1,1,0,0.1,0.1,2017,12
1,Travis Kelce,KC,1,8,4,94,2,21.4,21.4,2017,13
2,Cameron Brate,TB,1,6,2,39,2,15.9,15.9,2017,13
3,Evan Engram,NYG,1,8,7,99,1,15.9,15.9,2017,13
4,Rob Gronkowski,NE,1,11,9,147,0,14.7,14.7,2017,13
5,Stephen Anderson,HOU,1,12,5,79,1,13.9,13.9,2017,13
6,David Njoku,CLE,1,6,4,74,1,13.4,13.4,2017,13
7,Delanie Walker,TEN,1,5,5,63,1,12.3,12.3,2017,13
8,Kyle Rudolph,MIN,1,5,4,36,1,9.6,9.6,2017,13
9,Jimmy Graham,SEA,1,4,3,26,1,8.6,8.6,2017,13
10,Ben Watson,BAL,1,5,3,24,1,8.4,8.4,2017,13
11,Hunter Henry,LAC,1,9,7,81,0,8.1,8.1,2017,13
12,Julius Thomas,MIA,1,3,3,20,1,8.0,8.0,2017,13
13,Jason Witten,DAL,1,5,1,8,1,6.8,6.8,2017,13
14,Gerald Everett,LAR,1,4,2,7,1,6.7,6.7,2017,13
15,Clive Walford,OAK,1,4,4,57,0,5.7,5.7,2017,13
16,Marcedes Lewis,JAC,1,5,4,46,0,4.6,4.6,2017,13
17,Ricky Seals-Jones,ARI,1,5,2,44,0,4.4,4.4,2017,13
18,Trey Burton,PHI,1,7,4,42,0,4.2,4.2,2017,13
19,Nick Vannett,SEA,1,3,3,40,0,4.0,4.0,2017,13
20,Eric Ebron,DET,1,4,4,38,0,3.8,3.8,2017,13
21,Virgil Green,DEN,1,1,1,36,0,3.6,3.6,2017,13
22,Seth Devalve,CLE,1,3,2,33,0,3.3,3.3,2017,13
23,Antonio Gates,LAC,1,4,3,32,0,3.2,3.2,2017,13
24,Garrett Celek,SF,1,4,2,30,0,3.0,3.0,2017,13
25,Tyler Kroft,CIN,1,2,2,30,0,3.0,3.0,2017,13
26,Anthony Fasano,MIA,1,1,1,29,0,2.9,2.9,2017,13
27,James O'Shaughnessy,JAC,1,1,1,29,0,2.9,2.9,2017,13
28,Levine Toilolo,ATL,1,2,2,25,0,2.5,2.5,2017,13
29,Zach Ertz,PHI,1,4,2,24,0,2.4,2.4,2017,13
30,Michael Roberts,DET,1,1,1,23,0,2.3,2.3,2017,13
31,Austin Hooper,ATL,1,4,3,21,0,2.1,2.1,2017,13
32,C.J. Uzomah,CIN,1,1,1,21,0,2.1,2.1,2017,13
33,Charles Clay,BUF,1,3,3,20,0,2.0,2.0,2017,13
34,George Kittle,SF,1,3,2,20,0,2.0,2.0,2017,13
35,Phillip Supernaw,TEN,1,1,1,20,0,2.0,2.0,2017,13
36,Ed Dickson,CAR,1,2,2,18,0,1.8,1.8,2017,13
37,Jermaine Gresham,ARI,1,3,2,17,0,1.7,1.7,2017,13
38,O.J. Howard,TB,1,2,1,17,0,1.7,1.7,2017,13
39,Jack Doyle,IND,1,5,3,16,0,1.6,1.6,2017,13
40,C.J. Fiedorowicz,HOU,1,3,2,16,0,1.6,1.6,2017,13
41,Austin Traylor,DEN,1,2,2,16,0,1.6,1.6,2017,13
42,Vernon Davis,WAS,1,2,2,15,0,1.5,1.5,2017,13
43,Derek Carrier,LAR,1,1,1,14,0,1.4,1.4,2017,13
44,Daniel Brown,CHI,1,1,1,13,0,1.3,1.3,2017,13
45,Alan Cross,TB,1,1,1,13,0,1.3,1.3,2017,13
46,Jesse James,PIT,1,2,1,13,0,1.3,1.3,2017,13
47,Niles Paul,WAS,1,3,3,12,0,1.2,1.2,2017,13
48,Antony Auclair,TB,1,1,1,11,0,1.1,1.1,2017,13
49,Nick Boyle,BAL,1,3,1,11,0,1.1,1.1,2017,13
50,Lance Kendricks,GB,1,1,1,11,0,1.1,1.1,2017,13
1,Trey Burton,PHI,1,6,5,71,2,19.1,19.1,2017,14
2,Jared Cook,OAK,1,6,5,75,1,13.5,13.5,2017,14
3,Garrett Celek,SF,1,4,2,67,1,12.7,12.7,2017,14
4,O.J. Howard,TB,1,6,4,54,1,11.4,11.4,2017,14
5,Hunter Henry,LAC,1,6,4,50,1,11.0,11.0,2017,14
6,Adam Shaheen,CHI,1,5,4,44,1,10.4,10.4,2017,14
7,Kyle Rudolph,MIN,1,5,3,41,1,10.1,10.1,2017,14
8,Jesse James,PIT,1,12,10,97,0,9.7,9.7,2017,14
9,Eric Ebron,DET,1,11,10,94,0,9.4,9.4,2017,14
10,Vernon Davis,WAS,1,7,2,26,1,8.6,8.6,2017,14
11,Rhett Ellison,NYG,1,5,4,20,1,8.0,8.0,2017,14
12,Jason Witten,DAL,1,2,1,20,1,8.0,8.0,2017,14
13,Travis Kelce,KC,1,13,7,74,0,7.4,7.4,2017,14
14,Brent Celek,PHI,1,3,1,5,1,6.5,6.5,2017,14
15,Jack Doyle,IND,1,3,2,4,1,6.4,6.4,2017,14
16,Evan Engram,NYG,1,7,4,54,0,5.4,5.4,2017,14
17,Vance McDonald,PIT,1,6,4,52,0,5.2,5.2,2017,14
18,Delanie Walker,TEN,1,9,5,42,0,4.2,4.2,2017,14
19,Dion Sims,CHI,1,3,2,32,0,3.2,3.2,2017,14
20,Jermaine Gresham,ARI,1,2,2,27,0,2.7,2.7,2017,14
21,Demetrius Harris,KC,1,3,1,25,0,2.5,2.5,2017,14
22,Darren Fells,DET,1,1,1,23,0,2.3,2.3,2017,14
23,Austin Hooper,ATL,1,4,2,23,0,2.3,2.3,2017,14
24,Ricky Seals-Jones,ARI,1,3,1,20,0,2.0,2.0,2017,14
25,Anthony Fasano,MIA,1,1,1,17,0,1.7,1.7,2017,14
26,Stephen Anderson,HOU,1,6,2,16,0,1.6,1.6,2017,14
27,Seth Devalve,CLE,1,3,2,16,0,1.6,1.6,2017,14
28,James Hanna,DAL,1,1,1,16,0,1.6,1.6,2017,14
29,Niles Paul,WAS,1,1,1,15,0,1.5,1.5,2017,14
30,Josh Hill,NO,1,3,2,14,0,1.4,1.4,2017,14
31,Clive Walford,OAK,1,4,2,13,0,1.3,1.3,2017,14
32,MarQueis Gray,MIA,1,1,1,10,0,1.2,1.2,2017,14
33,Randall Telfer,CLE,1,2,1,12,0,1.2,1.2,2017,14
34,Luke Willson,SEA,1,1,1,12,0,1.2,1.2,2017,14
35,Cameron Brate,TB,1,1,1,11,0,1.1,1.1,2017,14
36,Charles Clay,BUF,1,5,2,11,0,1.1,1.1,2017,14
37,Lance Kendricks,GB,1,5,2,11,0,1.1,1.1,2017,14
38,Julius Thomas,MIA,1,4,2,11,0,1.1,1.1,2017,14
39,Dwayne Allen,NE,1,5,2,10,0,1.0,1.0,2017,14
40,George Kittle,SF,1,2,2,10,0,1.0,1.0,2017,14
41,Daniel Brown,CHI,1,2,2,9,0,0.9,0.9,2017,14
42,Nick O'Leary,BUF,1,1,1,9,0,0.9,0.9,2017,14
43,Michael Roberts,DET,1,2,2,8,0,0.8,0.8,2017,14
44,Brandon Williams,IND,1,3,2,8,0,0.8,0.8,2017,14
45,Blake Bell,MIN,1,2,2,7,0,0.7,0.7,2017,14
46,Troy Niklas,ARI,1,2,1,7,0,0.7,0.7,2017,14
47,Levine Toilolo,ATL,1,1,1,7,0,0.7,0.7,2017,14
48,Gerald Everett,LAR,1,1,1,6,0,0.6,0.6,2017,14
49,Ryan Hewitt,CIN,1,1,1,6,0,0.6,0.6,2017,14
50,Chris Manhertz,CAR,1,1,1,6,0,0.6,0.6,2017,14
1,Greg Olsen,CAR,1,12,9,116,1,17.6,17.6,2017,15
2,Rob Gronkowski,NE,1,13,9,168,0,16.8,16.8,2017,15
3,Richard Rodgers,GB,1,4,4,77,1,13.7,13.7,2017,15
4,Ben Watson,BAL,1,4,4,74,1,13.4,13.4,2017,15
5,Garrett Celek,SF,1,3,3,63,1,12.3,12.3,2017,15
6,Zach Ertz,PHI,1,9,6,56,1,11.6,11.6,2017,15
7,Jeff Heuerman,DEN,1,1,1,54,1,11.4,11.4,2017,15
8,Evan Engram,NYG,1,13,8,87,0,10.1,10.1,2017,15
9,Delanie Walker,TEN,1,10,5,37,1,9.7,9.7,2017,15
10,Eric Ebron,DET,1,7,5,33,1,9.3,9.3,2017,15
11,O.J. Howard,TB,1,1,1,30,1,9.0,9.0,2017,15
12,Luke Willson,SEA,1,2,1,26,1,8.6,8.6,2017,15
13,Kyle Rudolph,MIN,1,2,2,17,1,7.7,7.7,2017,15
14,Trey Burton,PHI,1,2,2,15,1,7.5,7.5,2017,15
15,Antonio Gates,LAC,1,3,1,10,1,7.0,7.0,2017,15
16,Charles Clay,BUF,1,9,5,68,0,6.8,6.8,2017,15
17,Levine Toilolo,ATL,1,0,0,0,0,6.0,6.0,2017,15
18,George Kittle,SF,1,5,4,52,0,5.2,5.2,2017,15
19,Cameron Brate,TB,1,5,4,49,0,4.9,4.9,2017,15
20,Jack Doyle,IND,1,8,7,47,0,4.7,4.7,2017,15
21,Jason Witten,DAL,1,5,4,47,0,4.7,4.7,2017,15
22,Travis Kelce,KC,1,7,6,46,0,4.6,4.6,2017,15
23,Troy Niklas,ARI,1,6,3,41,0,4.1,4.1,2017,15
24,Nick O'Leary,BUF,1,2,2,33,0,3.3,3.3,2017,15
25,Ross Travis,IND,1,2,2,33,0,3.3,3.3,2017,15
26,Daniel Brown,CHI,1,4,3,32,0,3.2,3.2,2017,15
27,Seth Devalve,CLE,1,4,2,32,0,3.2,3.2,2017,15
28,James Hanna,DAL,1,1,1,31,0,3.1,3.1,2017,15
29,Hunter Henry,LAC,1,3,3,28,0,2.8,2.8,2017,15
30,C.J. Uzomah,CIN,1,4,4,24,0,2.4,2.4,2017,15
31,Alan Cross,TB,1,2,1,23,0,2.3,2.3,2017,15
32,Josh Hill,NO,1,2,1,22,0,2.2,2.2,2017,15
33,Orson Charles,KC,1,1,1,18,0,1.8,1.8,2017,15
34,Vernon Davis,WAS,1,4,2,18,0,1.8,1.8,2017,15
35,Marcedes Lewis,JAC,1,2,2,18,0,1.8,1.8,2017,15
36,Jared Cook,OAK,1,4,2,17,0,1.7,1.7,2017,15
37,Anthony Fasano,MIA,1,2,2,15,0,1.5,1.5,2017,15
38,James O'Shaughnessy,JAC,1,2,1,15,0,1.5,1.5,2017,15
39,Julius Thomas,MIA,1,4,2,15,0,1.5,1.5,2017,15
40,Antony Auclair,TB,1,1,1,14,0,1.4,1.4,2017,15
41,Austin Seferian-Jenkins,NYJ,1,2,2,13,0,1.3,1.3,2017,15
42,Tyler Higbee,LAR,1,1,1,12,0,1.2,1.2,2017,15
43,Austin Hooper,ATL,1,2,2,12,0,1.2,1.2,2017,15
44,Niles Paul,WAS,1,2,1,11,0,1.1,1.1,2017,15
45,Ricky Seals-Jones,ARI,1,6,2,11,0,1.1,1.1,2017,15
46,Dwayne Allen,NE,1,1,1,10,0,1.0,1.0,2017,15
47,Nick Boyle,BAL,1,2,1,9,0,0.9,0.9,2017,15
48,Dion Sims,CHI,1,1,1,9,0,0.9,0.9,2017,15
49,Xavier Grimble,PIT,1,1,1,8,0,0.8,0.8,2017,15
50,MarQueis Gray,MIA,1,0,0,0,0,0.7,0.7,2017,15
1,Eric Ebron,DET,1,8,5,83,1,14.3,14.3,2017,16
2,Antonio Gates,LAC,1,8,6,81,1,14.1,14.1,2017,16
3,Rob Gronkowski,NE,1,7,5,67,1,12.7,12.7,2017,16
4,Travis Kelce,KC,1,8,4,47,1,10.7,10.7,2017,16
5,Vernon Davis,WAS,1,3,2,42,1,10.2,10.2,2017,16
6,George Kittle,SF,1,3,3,42,1,10.2,10.2,2017,16
7,James O'Shaughnessy,JAC,1,6,5,39,1,9.9,9.9,2017,16
8,Zach Ertz,PHI,1,14,9,81,0,8.1,8.1,2017,16
9,Maxx Williams,BAL,1,3,2,6,1,6.6,6.6,2017,16
10,Jimmy Graham,SEA,1,1,1,3,1,6.3,6.3,2017,16
11,C.J. Uzomah,CIN,1,1,1,1,1,6.1,6.1,2017,16
12,Rhett Ellison,NYG,1,7,4,60,0,6.0,6.0,2017,16
13,Vance McDonald,PIT,1,5,4,52,0,5.2,5.2,2017,16
14,Jack Doyle,IND,1,10,5,41,0,4.1,4.1,2017,16
15,Ben Watson,BAL,1,6,5,40,0,4.0,4.0,2017,16
16,Jason Witten,DAL,1,9,5,39,0,3.9,3.9,2017,16
17,Charles Clay,BUF,1,10,4,37,0,3.7,3.7,2017,16
18,Lance Kendricks,GB,1,9,4,36,0,3.6,3.6,2017,16
19,Orson Charles,KC,1,1,1,35,0,3.5,3.5,2017,16
20,Demetrius Harris,KC,1,7,4,34,0,3.4,3.4,2017,16
21,Delanie Walker,TEN,1,5,3,33,0,3.3,3.3,2017,16
22,Jerell Adams,NYG,1,4,4,31,0,3.1,3.1,2017,16
23,Greg Olsen,CAR,1,6,3,27,0,2.7,2.7,2017,16
24,Dwayne Allen,NE,1,2,2,26,0,2.6,2.6,2017,16
25,Sean McGrath,LAC,1,2,2,26,0,2.6,2.6,2017,16
26,David Morgan,MIN,1,2,2,26,0,2.6,2.6,2017,16
27,Dion Sims,CHI,1,3,1,24,0,2.4,2.4,2017,16
28,Marcedes Lewis,JAC,1,1,1,22,0,2.2,2.2,2017,16
29,Austin Seferian-Jenkins,NYJ,1,8,4,21,0,2.1,2.1,2017,16
30,Austin Hooper,ATL,1,4,3,18,0,1.8,1.8,2017,16
31,Lee Smith,OAK,1,3,2,16,0,1.6,1.6,2017,16
32,Jared Cook,OAK,1,2,1,15,0,1.5,1.5,2017,16
33,Tyler Higbee,LAR,1,2,2,15,0,1.5,1.5,2017,16
34,Austin Traylor,DEN,1,2,1,14,0,1.4,1.4,2017,16
35,Cameron Brate,TB,1,4,3,13,0,1.3,1.3,2017,16
36,David Njoku,CLE,1,3,1,13,0,1.3,1.3,2017,16
37,Jonnu Smith,TEN,1,2,1,13,0,1.3,1.3,2017,16
38,Brent Celek,PHI,1,2,1,12,0,1.2,1.2,2017,16
39,Seth Devalve,CLE,1,4,3,12,0,1.2,1.2,2017,16
40,Evan Engram,NYG,1,2,1,12,0,1.2,1.2,2017,16
41,A.J. Derby,MIA,1,5,1,11,0,1.1,1.1,2017,16
42,Josh Hill,NO,1,3,2,11,0,1.1,1.1,2017,16
43,Jacob Hollister,NE,1,2,1,5,0,1.0,1.0,2017,16
44,Ben Koyack,JAC,1,2,2,10,0,1.0,1.0,2017,16
45,Nick Boyle,BAL,1,4,3,9,0,0.9,0.9,2017,16
46,Luke Willson,SEA,1,2,2,9,0,0.9,0.9,2017,16
47,Kyle Rudolph,MIN,1,1,1,6,0,0.6,0.6,2017,16
48,Jeremy Sprinkle,WAS,1,1,1,6,0,0.6,0.6,2017,16
49,Jermaine Gresham,ARI,1,1,1,4,0,0.4,0.4,2017,16
50,Tyler Kroft,CIN,1,5,1,3,0,0.3,0.3,2017,16
1,Tyler Kroft,CIN,1,8,6,53,2,17.3,17.3,2017,17
2,George Kittle,SF,1,6,4,100,0,10.0,10.0,2017,17
3,Jack Doyle,IND,1,5,4,38,1,9.8,9.8,2017,17
4,Nick O'Leary,BUF,1,2,1,26,1,8.6,8.6,2017,17
5,Neal Sterling,NYJ,1,8,5,74,0,7.4,7.4,2017,17
6,Demetrius Harris,KC,1,4,3,73,0,7.3,7.3,2017,17
7,Charles Clay,BUF,1,8,6,64,0,6.4,6.4,2017,17
8,Rhett Ellison,NYG,1,6,5,63,0,6.3,6.3,2017,17
9,Ben Watson,BAL,1,10,7,61,0,6.1,6.1,2017,17
10,Antonio Gates,LAC,1,6,4,46,0,4.6,4.6,2017,17
11,Jimmy Graham,SEA,1,6,3,45,0,4.5,4.5,2017,17
12,David Njoku,CLE,1,3,2,38,0,3.8,3.8,2017,17
13,Cameron Brate,TB,1,5,3,37,0,3.7,3.7,2017,17
14,Jared Cook,OAK,1,4,3,35,0,3.5,3.5,2017,17
15,Austin Hooper,ATL,1,3,3,35,0,3.5,3.5,2017,17
16,David Morgan,MIN,1,3,3,35,0,3.5,3.5,2017,17
17,Emanuel Byrd,GB,1,2,2,31,0,3.1,3.1,2017,17
18,Garrett Celek,SF,1,1,1,28,0,2.8,2.8,2017,17
19,Nick Boyle,BAL,1,3,2,24,0,2.4,2.4,2017,17
20,Zach Ertz,PHI,1,2,2,24,0,2.4,2.4,2017,17
21,Jermaine Gresham,ARI,1,3,3,24,0,2.4,2.4,2017,17
22,Ed Dickson,CAR,1,3,2,22,0,2.2,2.2,2017,17
23,Vernon Davis,WAS,1,3,2,20,0,2.0,2.0,2017,17
24,Delanie Walker,TEN,1,5,3,19,0,1.9,1.9,2017,17
25,Jason Witten,DAL,1,3,2,17,0,1.7,1.7,2017,17
26,Gerald Everett,LAR,1,6,3,16,0,1.6,1.6,2017,17
27,Brent Celek,PHI,1,4,3,13,0,1.3,1.3,2017,17
28,James Hanna,DAL,1,2,1,13,0,1.3,1.3,2017,17
29,Marcedes Lewis,JAC,1,3,2,13,0,1.3,1.3,2017,17
30,Darren Fells,DET,1,1,1,12,0,1.2,1.2,2017,17
31,Jonnu Smith,TEN,1,3,3,12,0,1.2,1.2,2017,17
32,Luke Stocker,TEN,1,1,1,12,0,1.2,1.2,2017,17
33,Alan Cross,TB,1,1,1,11,0,1.1,1.1,2017,17
34,Derek Carrier,LAR,1,2,2,10,0,1.0,1.0,2017,17
35,Greg Olsen,CAR,1,9,1,10,0,1.0,1.0,2017,17
36,Eric Tomlinson,NYJ,1,2,2,10,0,1.0,1.0,2017,17
37,Trey Burton,PHI,1,2,1,9,0,0.9,0.9,2017,17
38,A.J. Derby,MIA,1,4,1,9,0,0.9,0.9,2017,17
39,Eric Ebron,DET,1,6,1,9,0,0.9,0.9,2017,17
40,Jeff Heuerman,DEN,1,2,1,9,0,0.9,0.9,2017,17
41,Jesse James,PIT,1,2,2,9,0,0.9,0.9,2017,17
42,Josh Hill,NO,1,2,1,8,0,0.8,0.8,2017,17
43,C.J. Uzomah,CIN,1,2,1,7,0,0.7,0.7,2017,17
44,Virgil Green,DEN,1,1,1,6,0,0.6,0.6,2017,17
45,Vance McDonald,PIT,1,2,1,5,0,0.5,0.5,2017,17
46,Stephen Anderson,HOU,1,2,1,4,0,0.4,0.4,2017,17
47,Garrett Griffin,NO,1,1,1,4,0,0.4,0.4,2017,17
48,Kyle Rudolph,MIN,1,3,1,3,0,0.3,0.3,2017,17
49,MarQueis Gray,MIA,1,0,0,0,0,0.2,0.2,2017,17
50,Xavier Grimble,PIT,1,1,1,2,0,0.2,0.2,2017,17
